test_path,elapsed_time
snappy_compression_5_1000000_1Kb,20.726524829864502
snappy_compression_5_1000000_1Kb,21.03496503829956
snappy_compression_5_1000000_1Kb,21.07230019569397
snappy_compression_5_1000000_1Kb,21.279044151306152
snappy_compression_5_1000000_1Kb,21.335103034973145
snappy_compression_5_1000000_1Kb,21.234475135803223
snappy_compression_5_1000000_1Kb,21.163483142852783
snappy_compression_5_1000000_1Kb,21.064918994903564
snappy_compression_5_1000000_1Kb,21.397541761398315
snappy_compression_5_1000000_1Kb,21.149813890457153
snappy_compression_5_1000000_1Kb,21.384167194366455
snappy_compression_5_1000_10Mb,21.38349199295044
snappy_compression_5_1000_10Mb,21.341899156570435
snappy_compression_5_1000_10Mb,21.74799609184265
snappy_compression_5_1000_10Mb,21.621104955673218
snappy_compression_5_1000_10Mb,21.648022890090942
snappy_compression_5_1000_10Mb,21.568861961364746
snappy_compression_5_1000_10Mb,21.62322187423706
snappy_compression_5_1000_10Mb,21.399152040481567
snappy_compression_5_1000_10Mb,21.339909076690674
snappy_compression_5_1000_10Mb,21.609938144683838
snappy_compression_5_1000_10Mb,21.31721019744873
deflate_compression_5_100000_1Kb,63.01013803482056
deflate_compression_5_100000_1Kb,65.04713201522827
deflate_compression_5_100000_1Kb,62.52873373031616
deflate_compression_5_100000_1Kb,64.26173305511475
deflate_compression_5_100000_1Kb,63.06211280822754
deflate_compression_5_100000_1Kb,62.89547276496887
deflate_compression_5_100000_1Kb,63.274219036102295
deflate_compression_5_100000_1Kb,64.65362024307251
deflate_compression_5_100000_1Kb,64.90634083747864
deflate_compression_5_100000_1Kb,63.911845207214355
deflate_compression_5_100000_1Kb,63.30595684051514
deflate_compression_5_10_10Mb,63.04709720611572
deflate_compression_5_10_10Mb,64.67240190505981
deflate_compression_5_10_10Mb,64.5411970615387
deflate_compression_5_10_10Mb,63.24651789665222
deflate_compression_5_10_10Mb,62.48751997947693
deflate_compression_5_10_10Mb,62.9459331035614
deflate_compression_5_10_10Mb,64.79925513267517
deflate_compression_5_10_10Mb,64.61253213882446
deflate_compression_5_10_10Mb,63.227832078933716
deflate_compression_5_10_10Mb,63.24809384346008
deflate_compression_5_10_10Mb,64.21979308128357
fibonacci_42,73.83689188957214
fibonacci_42,72.73303985595703
fibonacci_42,72.88571906089783
fibonacci_42,72.67585396766663
fibonacci_42,73.15689325332642
fibonacci_42,73.23700308799744
fibonacci_42,72.18646597862244
fibonacci_42,73.53925585746765
fibonacci_42,71.78964495658875
fibonacci_42,74.36770486831665
fibonacci_42,72.80925011634827
fibonacci_50,72.10168790817261
fibonacci_50,72.96367406845093
fibonacci_50,72.70814824104309
fibonacci_50,72.7207179069519
