test_name,elapsed_time
snappy_compression_5_1000000_1Kb,13.877442359924316
snappy_compression_5_1000000_1Kb,13.575172185897827
snappy_compression_5_1000000_1Kb,13.58780550956726
snappy_compression_5_1000000_1Kb,13.56785535812378
snappy_compression_5_1000000_1Kb,13.568577766418457
snappy_compression_5_1000000_1Kb,13.558479070663452
snappy_compression_5_1000000_1Kb,13.572578430175781
snappy_compression_5_1000000_1Kb,13.564789295196533
snappy_compression_5_1000000_1Kb,13.619208812713623
snappy_compression_5_1000000_1Kb,13.579853773117065
snappy_compression_5_1000000_1Kb,13.565740585327148
snappy_compression_5_10_100Mb,9.648176908493042
snappy_compression_5_10_100Mb,9.653261423110962
snappy_compression_5_10_100Mb,9.651982069015503
snappy_compression_5_10_100Mb,9.65011715888977
snappy_compression_5_10_100Mb,9.588622331619263
snappy_compression_5_10_100Mb,9.652953386306763
snappy_compression_5_10_100Mb,9.650424003601074
snappy_compression_5_10_100Mb,9.658905744552612
snappy_compression_5_10_100Mb,9.656159400939941
snappy_compression_5_10_100Mb,9.62635064125061
snappy_compression_5_10_100Mb,9.652798414230347
deflate_compression_5_100000_1Kb,21.17566156387329
deflate_compression_5_100000_1Kb,21.21896243095398
deflate_compression_5_100000_1Kb,21.178879261016846
deflate_compression_5_100000_1Kb,21.202178239822388
deflate_compression_5_100000_1Kb,21.240954637527466
deflate_compression_5_100000_1Kb,21.207386255264282
deflate_compression_5_100000_1Kb,21.211878299713135
deflate_compression_5_100000_1Kb,21.163594722747803
deflate_compression_5_100000_1Kb,21.186923503875732
deflate_compression_5_100000_1Kb,21.195018768310547
deflate_compression_5_100000_1Kb,21.216574907302856
deflate_compression_5_5_100Mb,26.597383975982666
deflate_compression_5_5_100Mb,24.98879075050354
deflate_compression_5_5_100Mb,25.110278606414795
deflate_compression_5_5_100Mb,25.14756202697754
deflate_compression_5_5_100Mb,25.014424562454224
deflate_compression_5_5_100Mb,25.03121328353882
deflate_compression_5_5_100Mb,24.986640453338623
deflate_compression_5_5_100Mb,26.570947885513306
deflate_compression_5_5_100Mb,25.061933279037476
deflate_compression_5_5_100Mb,24.98307728767395
deflate_compression_5_5_100Mb,24.99746298789978
fibonacci_38,8.082629203796387
fibonacci_38,8.141059637069702
fibonacci_38,8.090548753738403
fibonacci_38,8.104591608047485
fibonacci_38,8.121469974517822
fibonacci_38,8.093140125274658
