test_name,elapsed_time
snappy_compression_5_1000000_1Kb,27.388436794281006
snappy_compression_5_1000000_1Kb,27.397352933883667
snappy_compression_5_1000000_1Kb,27.648846864700317
snappy_compression_5_1000000_1Kb,27.475053310394287
snappy_compression_5_1000000_1Kb,27.555428504943848
snappy_compression_5_1000000_1Kb,27.534366607666016
snappy_compression_5_1000000_1Kb,27.28579568862915
snappy_compression_5_1000000_1Kb,27.349992990493774
snappy_compression_5_1000000_1Kb,27.703752040863037
snappy_compression_5_1000000_1Kb,27.633989572525024
snappy_compression_5_1000000_1Kb,27.62904119491577
snappy_compression_5_10_100Mb,20.796996116638184
snappy_compression_5_10_100Mb,20.504956007003784
snappy_compression_5_10_100Mb,20.86313009262085
snappy_compression_5_10_100Mb,20.77319598197937
snappy_compression_5_10_100Mb,20.80080771446228
snappy_compression_5_10_100Mb,20.510608434677124
snappy_compression_5_10_100Mb,20.478250741958618
snappy_compression_5_10_100Mb,20.763431310653687
snappy_compression_5_10_100Mb,20.645978927612305
snappy_compression_5_10_100Mb,20.79461407661438
snappy_compression_5_10_100Mb,20.65145492553711
deflate_compression_5_100000_1Kb,97.79684019088745
deflate_compression_5_100000_1Kb,91.24432635307312
deflate_compression_5_100000_1Kb,91.278892993927
deflate_compression_5_100000_1Kb,92.18339538574219
deflate_compression_5_100000_1Kb,92.70598101615906
deflate_compression_5_100000_1Kb,93.95968985557556
deflate_compression_5_100000_1Kb,102.25816464424133
deflate_compression_5_100000_1Kb,95.150554895401
deflate_compression_5_100000_1Kb,91.04778218269348
deflate_compression_5_100000_1Kb,92.15224170684814
deflate_compression_5_100000_1Kb,92.5898756980896
deflate_compression_5_5_100Mb,72.92127680778503
deflate_compression_5_5_100Mb,72.40005254745483
deflate_compression_5_5_100Mb,71.31208872795105
deflate_compression_5_5_100Mb,70.88847541809082
deflate_compression_5_5_100Mb,72.94870805740356
deflate_compression_5_5_100Mb,71.36556005477905
deflate_compression_5_5_100Mb,71.8352198600769
