test_path,elapsed_time
snappy_compression_5_1000000_1Kb,3372.040552139282
snappy_compression_5_1000000_1Kb,3369.16609787941
snappy_compression_5_1000000_1Kb,3364.320676803589
snappy_compression_5_1000_10Mb,3370.12322145784
snappy_compression_5_1000_10Mb,3365.545552145883
snappy_compression_5_1000_10Mb,3345.157264578305
deflate_compression_5_100000_1Kb,3872.254865
deflate_compression_5_100000_1Kb,3884.78231578351
deflate_compression_5_100000_1Kb,3865.11254833152
deflate_compression_5_10_10Mb,3872.254865
deflate_compression_5_10_10Mb,3872.254865
deflate_compression_5_10_10Mb,3872.254865
fibonacci_42,1071.190172910690315
fibonacci_42,1186.518988609314
fibonacci_42,1190.238118171692
fibonacci_50,1148.9854860305787
fibonacci_50,1151.8070983886718
fibonacci_50,1180.4042100906372
factorization_2147483647,270.287030935287475
factorization_2147483647,345.042396545410144
factorization_2147483647,290.815813064575197
recursive_hash_10000000_0,253.81661653518678
recursive_hash_10000000_0,255.25934457778932
recursive_hash_10000000_0,251.97618484497069
matrix_product_1_10_1000000,745.005190372467
matrix_product_1_10_1000000,778.546076774597144
matrix_product_1_10_1000000,792.457436561584456
matrix_product_1_200_100,1063.47933053970335
matrix_product_1_200_100,1262.175052642822296
matrix_product_1_200_100,1117.550668716430632
svd_decomposition_1_10_1000000,3894.075905084609994
svd_decomposition_1_10_1000000,3926.71311736106874
svd_decomposition_1_10_1000000,3846.974102497100832
svd_decomposition_1_200_100,2180.8396940231323
svd_decomposition_1_200_100,3145.305422782897952
svd_decomposition_1_200_100,2135.55368590354901
qr_decomposition_1_10_1000000,568.727970123291003
qr_decomposition_1_10_1000000,630.806128978729281
qr_decomposition_1_10_1000000,625.037670135498033
qr_decomposition_1_200_100,687.595468044281038
qr_decomposition_1_200_100,688.372506380081138
qr_decomposition_1_200_100,684.129389524459802
